,station_id,road_id,km,name,longitude,latitude,altitude,timezone
81,221,22,546,"км 546+000 а/д М-10 ""Россия""",58.822762,31.475024,41,3
82,222,41,57,"км 57+507 а/д Р-56 (А-116, 1Р-56) Великий Новгород-Псков",58.20527,30.60414,25,3
83,223,40,184,"км 184+115 а/д М-9 ""Балтия""",56.1459798332354,34.93979573249817,200,3
84,224,40,223,"км 223+685 а/д М-9 ""Балтия""",56.21995221713319,34.34499442577362,197,3
85,225,40,276,"км 276+884 а/д М-9 ""Балтия""",56.24666446210524,33.51084887981415,237,3
86,226,40,322,"км 322+673 а/д М-9 ""Балтия""",56.272136882792196,32.768113017082214,213,3
87,227,40,362,"км 362+306 а/д М-9 ""Балтия""",56.30695560431135,32.14755177497864,206,3
88,228,40,416,"км 416+335 а/д М-9 ""Балтия""",56.333797,31.297683,177,3
89,229,22,367,"км 367+513 а/д М-10 ""Россия""",57.924337,33.601609,197,3
90,230,22,400,"км 400+400 а/д М-10 ""Россия""",58.01066976989487,33.08826148509979,153,3
91,231,22,411,"км 411+110 а/д М-10 ""Россия""",58.054953,32.939142,133,3
92,232,22,473,"км 473+900 а/д М-10 ""Россия""",58.367252,32.084843,66,3
93,233,22,565,"км 565+000 а/д М-10 ""Россия""",58.990465,31.546219,45,3
94,234,45,2,"км 2+300 а/д М-10 ""Россия"", подъезд к г. Новгород от СПб",58.666097,31.363403,20,3
95,235,41,102,"км 102+133 а/д Р-56 (А-116, 1Р-56) Великий Новгород-Псков",58.056629,29.965652,42,3
96,236,44,39,"км 39+388 а/д М-10 ""Россия"", подъезд к г. Новгород от Москвы",58.532538,31.353161,19,3
97,237,41,24,"км 24+745 а/д Р-56 (А-116, 1Р-56) Великий Новгород-Псков",58.36582552279819,30.98763585090637,0,2
98,238,40,392,"км 392+460 а/д М-9 ""Балтия""",56.323446,31.689846,193,3
99,239,40,255,"км 255+015 а/д М-9 ""Балтия""",56.229,33.856,222,3
100,240,40,297,"км 297+312 а/д М-9 ""Балтия""",56.2691,33.17839,251,3
101,268,10,183,км 183+000 а/д А-114 Вологда-Новая Ладога,58.92535,37.24373333,0,3
102,290,22,144,"км 144+635 а/д М-10 ""Россия""",56.739,36.247,147,4
103,291,22,370,"км 370+490 а/д М-10 ""Россия""",57.929,33.552,217,3
104,292,22,385,"км 385+830 а/д М-10 ""Россия""",57.951,33.297,237,3
105,293,22,29,"км 29+746 а/д М-10 ""Россия""",55.9593,37.33738,180,3
106,294,22,81,"км 81+035 а/д М-10 ""Россия""",56.299,36.798,177,3
107,296,22,33,"км 33+930 а/д М-10 ""Россия""",55.98301,37.2876,0,4
108,297,22,421,"км 421+680 а/д М-10 ""Россия""",58.122,32.806,99,4
109,298,22,431,"км 431+600 а/д М-10 ""Россия""",58.181,32.688,61,3
110,301,47,333,"км 333+000 а/д М-1 ""Беларусь""",55.079722222222,32.707777777778,100,3
111,302,16,255,"км 255+000 а/д Р-22 (М-6) ""Каспий""",53.92104,39.530381,170,3
112,303,16,308,"км 308+500 а/д Р-22 (М-6) ""Каспий""",53.590534,40.037844,147,3
113,304,16,360,"км 360+000 а/д Р-22 (М-6) ""Каспий""",53.183084,40.341537,150,3
114,305,16,573,"км 573+150 а/д Р-22 (М-6) ""Каспий""",51.692319,41.88548,179,3
115,306,14,171,км 171+000 а/д Р-193 (1Р-193) Воронеж-Тамбов,52.393,41.0415,193,3
116,307,21,483,км 483+250 а/д Р-228 (1Р-228) Сызрань-Волгоград,50.289917,45.404356,178,3
117,308,16,849,"км 849+000 а/д Р-22 (М-6) ""Каспий""",49.588118,43.713307,74,3
118,309,16,682,"км 682+200 а/д Р-22 (М-6) ""Каспий""",50.808081,42.457086,130,3
119,310,20,39,км 39+500 а/д А-260 (М-21) Волгоград-Каменск-Шахтинский,48.68,44.045,0,3
120,311,50,53,"км 53+050 а/д Р-22 (М-6) ""Каспий"", подъезд к г. Элиста",48.348211,44.613556,0,3
121,313,21,533,км 533+500 а/д Р-228 (1Р-228) Сызрань-Волгоград,49.953221,45.188128,0,3
122,314,21,628,км 628+000 а/д Р-228 (1Р-228) Сызрань-Волгоград,49.179,44.873,19,3
123,315,21,647,км 647+000 а/д Р-228 (1Р-228) Сызрань-Волгоград,49.057,44.809,27,3
124,316,20,183,км 183+000 а/д А-260 (М-21) Волгоград-Каменск-Шахтинский,48.41193,42.2747,316,3
125,319,20,87,км 87+700 а/д А-260 (М-21) Волгоград-Каменск-Шахтинский,48.710191,43.481981,43,3
126,320,33,210,км 210+950 а/д Р-132 (1Р-132) Калуга-Рязань,54.136109,38.794476,163,3
127,321,16,204,"км 204+000 а/д Р-22 (М-6) ""Каспий""",54.262821,39.004979,0,3
128,322,16,477,"км 477+700 а/д Р-22 (М-6) ""Каспий""",52.469317,41.365352,130,3
129,323,16,543,"км 543+000 а/д Р-22 (М-6) ""Каспий""",51.938921,41.75347,168,3
130,324,16,664,"км 664+600 а/д Р-22 (М-6) ""Каспий""",50.941249,42.334465,152,3
131,325,16,824,"км 824+000 а/д Р-22 (М-6) ""Каспий""",49.77664,43.542814,106,3
132,326,16,903,"км 903+750 а/д Р-22 (М-6) ""Каспий""",49.196096,44.086009,50,3
133,359,10,13,км 13+900 а/д А-114 Вологда-Новая Ладога,59.202517,39.65825,100,3
134,360,9,364,"км 364+380 а/д М-8 ""Холмогоры""",58.448,40.321,144,3
135,392,51,9,"км 9+000 а/д Р-22 (М-6) ""Каспий"", северный обход г. Тамбов",52.817,41.387,0,3
136,393,21,507,км 507+000 а/д Р-228 (1Р-228) Сызрань-Волгоград,50.097383333333,45.372083333333,0,3
137,394,20,87,км 87+955 а/д А-260 (М-21) Волгоград-Каменск-Шахтинский,48.705916666667,43.473766666667,0,3
138,395,18,35,"км 35+000 а/д Р-208 (1Р-208, 1Р-209) Тамбов-Пенза",52.702309,41.944368,183,3
139,396,17,3,"км 3+000 а/д Р-22 (М-6) ""Каспий"", подъезд к г. Тамбов",52.73,41.3186,160,3
140,397,16,825,"км 825+000 а/д Р-22 (М-6) ""Каспий""",49.768,43.549,102,3
141,398,16,351,"км 351+000 а/д Р-22 (М-6) ""Каспий""",53.249698,40.248541,0,3
142,399,18,26,"км 26+250 а/д Р-208 (1Р-208, 1Р-209) Тамбов-Пенза",52.675447,41.826834,0,3
143,401,7,217,"км 217+700 а/д М-4 ""Дон""",53.9589,38.0196,177,3
144,402,7,424,"км 424+000 а/д М-4 ""Дон""",52.374066666667,38.900716666667,0,3
145,403,7,542,"км 542+600 а/д М-4 ""Дон""",51.4944,39.5494,110,3
146,404,7,147,"км 147+900 а/д М-4 ""Дон""",54.5679,38.164,228,3
147,405,53,312,"км 312+375 а/д М-4 ""Дон"" (Альтернатива)",53.1628,38.1538,170,3
148,406,53,337,"км 337+100 а/д М-4 ""Дон"" (Альтернатива)",52.9449,38.2368,250,3
149,407,7,496,"км 496+000 а/д М-4 ""Дон""",51.7115,39.3074,166,3
150,408,7,180,"км 180+400 а/д М-4 ""Дон""",54.2786,38.1604,193,3
151,409,7,265,"км 265+200 а/д М-4 ""Дон""",53.557007,38.112704,255,3
152,410,7,590,"км 590+000 а/д М-4 ""Дон""",51.099366666667,39.758066666667,107,3
153,411,7,645,"км 645+105 а/д М-4 ""Дон""",50.6706,40.042433333333,0,3
154,412,13,424,км 424+450 а/д Р-298 (А-144) Курск-Борисоглебск,51.40707,41.760404,104,3
155,413,13,401,км 401+650 а/д Р-298 (А-144) Курск-Борисоглебск,51.437586,41.450048,149,3
156,414,13,287,км 287+990 а/д Р-298 (А-144) Курск-Борисоглебск,51.4705635694278,39.900702238082886,162,3
157,415,13,153,км 153+200 а/д Р-298 (А-144) Курск-Борисоглебск,51.559588,38.244248,126,3
158,416,13,178,км 178+900 а/д Р-298 (А-144) Курск-Борисоглебск,51.5925,38.589283,153,3
159,417,13,215,км 215+200 а/д Р-298 (А-144) Курск-Борисоглебск,51.65037957267258,39.0735787153244,100,3
160,418,13,331,км 331+700 а/д Р-298 (А-144) Курск-Борисоглебск,51.490865863651976,40.48165261745453,105,3
161,419,13,364,км 364+800 а/д Р-298 (А-144) Курск-Борисоглебск,51.44882,40.938589,126,3
162,420,15,158,км 158+450 а/д Р-119 (1Р-119) Орёл-Тамбов,52.440733,37.94905,145,3
163,421,15,173,км 173+150 а/д Р-119 (1Р-119) Орёл-Тамбов,52.51454,38.111584,131,3
164,422,15,250,км 250+070 а/д Р-119 (1Р-119) Орёл-Тамбов,52.579842,38.953861,167,3
165,423,15,292,км 292+130 а/д Р-119 (1Р-119) Орёл-Тамбов,52.647381,39.548531,138,3
166,424,12,10,"км 10+700 а/д А-133, подъезд к г. Липецк",52.26687595135911,39.168652296066284,201,3
167,425,12,49,"км 49+780 а/д А-133, подъезд к г. Липецк",52.51848,39.47018,116,3
168,426,14,37,км 37+755 а/д Р-193 (1Р-193) Воронеж-Тамбов,51.677795,39.68243,158,3
169,427,14,75,км 75+650 а/д Р-193 (1Р-193) Воронеж-Тамбов,51.801395,40.15493,140,3
170,428,14,100,км 100+015 а/д Р-193 (1Р-193) Воронеж-Тамбов,51.900909,40.455078,153,3
171,429,11,8,"км 8+100 а/д А-134, подъезд к г. Воронеж",51.773,39.193,162,3
172,430,7,1491,"км 1491+600 а/д М-4 ""Дон""",44.532633333333,38.270083333333,244,3
173,431,7,1471,"км 1471+400 а/д М-4 ""Дон""",44.468866666667,38.436166666667,172,3
174,432,7,1440,"км 1440+005 а/д М-4 ""Дон""",44.36190968997697,38.715995997190475,16,3
175,433,7,1000,"км 1000+070 а/д М-4 ""Дон""",47.70906,40.09941,136,3
176,434,7,1039,"км 1039+100 а/д М-4 ""Дон""",47.407631,39.972691,136,3
177,435,7,1046,"км 1046+900 а/д М-4 ""Дон""",47.358805,39.885073,100,3
178,436,7,1196,"км 1196+800 а/д М-4 ""Дон""",46.124,39.862,54,3
179,437,7,914,"км 914+100 а/д М-4 ""Дон""",48.45395,40.3412,82,3
180,438,7,548,"км 548+750 а/д М-4 ""Дон""",51.439,39.562,123,3
181,439,11,2,"км 2+800 а/д А-134, подъезд к г. Воронеж",51.82216392039061,39.20942187309265,183,3
182,441,7,54,"км 54+000 а/д М-4 ""Дон""",55.29445,37.84475,0,3
183,442,7,477,"км 477+200 а/д М-4 ""Дон""",51.982865338830194,39.214839935302734,176,2
184,443,11,5,"км 5+200 а/д А-134, подъезд к г. Воронеж",51.798788863747355,39.20228183269501,183,3
185,444,13,448,км 448+000 а/д Р-298 (А-144) Курск-Борисоглебск,0.0,0.0,0,3
186,450,7,420,"км 420+550 а/д М-4 ""Дон""",52.39942134643716,38.85941505432129,106,3
187,451,7,440,"км 440+900 а/д М-4 ""Дон""",52.28173013348467,39.05281841754913,174,3
188,452,7,448,"км 448+530 а/д М-4 ""Дон""",52.21801669126252,39.13622975349426,174,3
189,453,7,458,"км 458+400 а/д М-4 ""Дон""",52.141189527191806,39.20017898082733,122,3
190,454,7,801,"км 801+500 а/д М-4 ""Дон""",49.38215,40.588166666667,182,3
191,455,7,859,"км 859+600 а/д М-4 ""Дон""",48.908016666667,40.467666666667,168,3
192,456,7,983,"км 983+200 а/д М-4 ""Дон""",47.854233333333,40.198133333333,213,3
193,457,7,530,"км 530+300 а/д М-4 ""Дон""",51.58691,39.461,106,3
194,458,7,506,"км 506+000 а/д М-4 ""Дон""",51.74078,39.30796,113,3
195,459,7,673,"км 673+000 а/д М-4 ""Дон""",50.433,40.135,94,3
196,460,7,24,"км 24+600 а/д М-4 ""Дон""",55.55,37.668,0,3
197,461,7,57,"км 57+800 а/д М-4 ""Дон""",55.305,37.817,0,3
198,462,7,108,"км 108+100 а/д М-4 ""Дон""",54.834,38.033,126,3
199,463,7,1250,"км 1250+250 а/д М-4 ""Дон""",45.57293,39.50165,29,3
200,464,7,1365,"км 1365+464 а/д М-4 ""Дон""",44.80188,39.23098,34,3
201,465,7,1339,"км 1339+950 а/д М-4 ""Дон""",45.005533333333,39.115483333333,26,3
202,466,7,1412,"км 1412+500 а/д М-4 ""Дон""",44.5043,38.908416666667,331,3
203,467,7,288,"км 288+030 а/д М-4 ""Дон""",53.36803181514417,38.18364858627319,170,3
204,468,7,311,"км 311+800 а/д М-4 ""Дон""",53.16285138094616,38.248322010040276,234,3
205,469,7,242,"км 242+000 а/д М-4 ""Дон""",53.76065877363702,38.0314975976944,64,3
206,470,14,13,км 13+650 а/д Р-193 (1Р-193) Воронеж-Тамбов,51.68269345392348,39.34669733047485,101,3
207,471,14,54,км 54+505 а/д Р-193 (1Р-193) Воронеж-Тамбов,51.687641,39.924923,131,3
208,472,13,199,км 199+600 а/д Р-298 (А-144) Курск-Борисоглебск,51.6434393306236,38.84786546230316,183,3
209,473,15,315,км 315+950 а/д Р-119 (1Р-119) Орёл-Тамбов,52.58965541448523,39.885955452919006,127,3
210,474,49,449,"км 449+485 а/д Р-22 (М-6) ""Каспий"", подъезд к г. Саратов",51.376024244551054,42.05459117889404,114,3
211,475,49,504,"км 504+283 а/д Р-22 (М-6) ""Каспий"", подъезд к г. Саратов",51.426716,42.799221,157,3
212,476,7,711,"км 711+200 а/д М-4 ""Дон""",50.184,40.416,107,3
213,477,11,12,"км 12+200 а/д А-134, подъезд к г. Воронеж",51.75504978043886,39.18774962425232,0,3
214,478,7,595,"км 595+400 а/д М-4 ""Дон""",51.075211,39.824446,115,3
215,479,7,1504,"км 1504+650 а/д М-4 ""Дон""",0.0,0.0,0,3
216,480,7,1458,"км 1458+800 а/д М-4 ""Дон""",44.386,38.527,43,3
217,481,7,1430,"км 1430+150 а/д М-4 ""Дон""",44.431,38.772,56,3
218,482,7,1383,"км 1383+650 а/д М-4 ""Дон""",44.653,39.153,77,3
219,483,7,1329,"км 1329+600 а/д М-4 ""Дон""",45.094907,39.134588,81,3
220,484,7,1089,"км 1089+500 а/д М-4 ""Дон""",47.064763,39.745844,100,3
221,485,7,1077,"км 1077+100 а/д М-4 ""Дон""",47.115461,39.8523,38,3
222,486,7,778,"км 778+800 а/д М-4 ""Дон""",49.576,40.564,21,3
223,487,7,1175,"км 1175+000 а/д М-4 ""Дон""",46.305,39.811,0,3
224,488,7,1182,"км 1182+250 а/д М-4 ""Дон""",46.25,39.832,0,3
225,489,7,741,"км 741+000 а/д М-4 ""Дон""",49.915,40.52,60,2
226,490,13,206,км 206+100 а/д Р-298 (А-144) Курск-Борисоглебск,51.63414739632315,38.95329773426056,106,3
227,491,13,170,км 170+050 а/д Р-298 (А-144) Курск-Борисоглебск,51.571,38.475,132,3
228,492,49,479,"км 479+745 а/д Р-22 (М-6) ""Каспий"", подъезд к г. Саратов",51.371765,42.509029,103,3
229,493,12,36,"км 36+900 а/д А-133, подъезд к г. Липецк",52.464,39.332,177,3
230,494,15,280,км 280+900 а/д Р-119 (1Р-119) Орёл-Тамбов,52.600350376917966,39.40123200416564,96,3
231,495,14,23,км 23+840 а/д Р-193 (1Р-193) Воронеж-Тамбов,51.68539,39.486935,167,3
232,496,15,301,км 301+550 а/д Р-119 (1Р-119) Орёл-Тамбов,52.64393604293891,39.69392538070679,95,3
233,498,49,478,"км 478+742 а/д Р-22 (М-6) ""Каспий"", подъезд к г. Саратов",51.3742,42.4947,123,3
234,499,11,11,"км 11+600 а/д А-134, подъезд к г. Воронеж",51.737293235357605,39.18078660964966,121,3
235,500,7,68,"км 68+400 а/д М-4 ""Дон""",55.184883,37.90125,179,3
236,501,7,934,"км 934+400 а/д М-4 ""Дон""",48.275307,40.294056,103,3
237,502,7,1061,"км 1061+350 а/д М-4 ""Дон""",47.244241,39.848409,22,3
238,503,7,1024,"км 1024+100 а/д М-4 ""Дон""",47.424,39.976,85,3
239,504,7,954,"км 954+750 а/д М-4 ""Дон""",48.1,40.259,241,3
240,505,7,881,"км 881+300 а/д М-4 ""Дон""",48.736666666667,40.370166666667,77,3
241,506,7,827,"км 827+750 а/д М-4 ""Дон""",49.170734,40.60266,73,3
242,507,7,1142,"км 1142+900 а/д М-4 ""Дон""",46.58,39.67,31,3
243,508,7,1158,"км 1158+400 а/д М-4 ""Дон""",46.443,39.716,45,3
244,509,7,1232,"км 1232+000 а/д М-4 ""Дон""",45.842,39.68,43,3
245,510,7,1279,"км 1279+000 а/д М-4 ""Дон""",45.473033333333,39.398283333333,0,3
246,511,7,1302,"км 1302+250 а/д М-4 ""Дон""",45.302066666667,39.232416666667,0,3
247,512,7,1394,"км 1394+400 а/д М-4 ""Дон""",44.598333333333,39.04805,95,3
248,513,7,1527,"км 1527+150 а/д М-4 ""Дон""",44.667683333333,37.913133333333,0,3
249,514,61,47,км 47+000 а/д А-149 Адлер-Красная поляна,43.649,40.143,316,3
250,515,411,1,"км 1+500 а/д А-147 (М-27), обход г. Сочи",43.5525,39.7965,34,3
251,516,66,80,км 80+000 а/д А-147 (М-27) Джубга-Сочи,44.025,39.158,74,3
252,517,61,11,км 11+831 а/д А-149 Адлер-Красная поляна,43.517972222222,39.992916666667,73,3
253,518,61,20,км 20+095 а/д А-149 Адлер-Красная поляна,43.587083333333,40.007194444444,216,3
254,519,61,28,км 28+900 а/д А-149 Адлер-Красная поляна,43.63,40.085,210,3
255,520,61,42,км 42+646 а/д А-149 Адлер-Красная поляна,43.683,40.224,512,3
256,521,66,102,км 102+120 а/д А-147 (М-27) Джубга-Сочи,43.945,39.302,81,3
257,522,66,123,км 123+660 а/д А-147 (М-27) Джубга-Сочи,43.838,39.422,30,3
258,523,66,169,км 169+480 а/д А-147 (М-27) Джубга-Сочи,43.646,39.691,165,3
259,524,66,206,км 206+910 а/д А-147 (М-27) Джубга-Сочи,43.424,39.932,13,3
260,525,61,28,км 28+900 а/д А-149 Адлер-Красная поляна,43.63,40.085,210,3
261,534,112,7,"км 7+872 а/д Р-217 (М-29) ""Кавказ"", подъезд к г. Майкоп",44.9,41.016,268,3
262,535,112,19,"км 19+500 а/д Р-217 (М-29) ""Кавказ"", подъезд к г. Майкоп",44.818,40.94,231,3
263,536,112,23,"км 23+194 а/д Р-217 (М-29) ""Кавказ"", подъезд к г. Майкоп",44.796,40.908,250,3
264,538,65,16,км 16+600 а/д А-146 Краснодар-Верхнебаканский,44.981,38.949,23,3
265,539,65,32,км 32+537 а/д А-146 Краснодар-Верхнебаканский,44.873,38.76,59,3
266,540,65,64,км 64+289 а/д А-146 Краснодар-Верхнебаканский,44.86,38.47,66,3
267,541,65,80,км 80+645 а/д А-146 Краснодар-Верхнебаканский,44.839,38.289,38,3
268,542,65,103,км 103+050 а/д А-146 Краснодар-Верхнебаканский,44.893,38.063,31,3
269,543,65,130,км 130+810 а/д А-146 Краснодар-Верхнебаканский,44.867,37.746,139,2
270,544,65,138,км 138+673 а/д А-146 Краснодар-Верхнебаканский,44.839,37.669,205,3
271,545,63,20,км 20+446 а/д А-290 (М-25) Новороссийск-Керчь,44.858,37.637,130,3
272,546,63,42,км 42+674 а/д А-290 (М-25) Новороссийск-Керчь,44.913,37.404,13,3
273,547,63,68,км 68+130 а/д А-290 (М-25) Новороссийск-Керчь,45.09,37.317,36,3
274,548,63,79,км 79+060 а/д А-290 (М-25) Новороссийск-Керчь,45.168,37.281,57,3
275,549,63,106,км 106+989 а/д А-290 (М-25) Новороссийск-Керчь,45.296,37.013,23,3
276,550,63,133,км 133+021 а/д А-290 (М-25) Новороссийск-Керчь,45.414,36.769,5,3
277,551,64,1,"км 1+000 а/д Р-217 (М-29) ""Кавказ""",46.116194,39.872142,51,3
278,552,110,67,км 67+109 а/д А-160 (1Р-253) Майкоп-Кореновск,45.091,39.632,61,3
279,553,111,48,"км 48+780 а/д А-159, подъезд к ""КГБЗ""",44.236,40.204,443,3
280,584,66,135,км 135+000 а/д А-147 (М-27) Джубга-Сочи,43.798699833332996,39.4714,9,3
281,585,63,75,км 75+000 а/д А-290 (М-25) Новороссийск-Керчь,45.1467,37.310999833333,0,4
282,586,411,17,"км 17+000 а/д А-147 (М-27), обход г. Сочи",43.63995,39.700283333333,31,3
283,587,66,19,км 19+000 а/д А-147 (М-27) Джубга-Сочи,44.2551,38.8308,53,4
284,588,66,8,км 8+850 а/д А-147 (М-27) Джубга-Сочи,44.3,38.726,260,3
285,589,65,140,км 140+000 а/д А-146 Краснодар-Верхнебаканский,44.836,37.664,246,4
286,590,64,99,"км 99+000 а/д Р-217 (М-29) ""Кавказ""",45.385867,40.553005,75,4
287,591,61,47,км 47+000 а/д А-149 Адлер-Красная поляна,43.654175,40.154222222222,315,3
288,592,63,75,км 75+000 а/д А-290 (М-25) Новороссийск-Керчь,45.1467,37.310999833333,0,3
289,593,66,8,км 8+850 а/д А-147 (М-27) Джубга-Сочи,44.3,38.726,260,3
290,595,411,1,"км 1+500 а/д А-147 (М-27), обход г. Сочи",43.5525,39.7965,34,3
291,596,66,135,км 135+000 а/д А-147 (М-27) Джубга-Сочи,43.798699833332996,39.4714,9,3
292,597,66,80,км 80+000 а/д А-147 (М-27) Джубга-Сочи,44.01,39.175,0,3
293,598,65,139,км 139+400 а/д А-146 Краснодар-Верхнебаканский,44.837,37.6657,226,3
294,599,65,46,км 46+000 а/д А-146 Краснодар-Верхнебаканский,44.832080555556,38.666866666667,49,3
295,601,32,9,км 9+000 а/д А-240 (М-13) Брянск-Новозыбков,53.203729,34.252818,188,3
296,602,22,117,"км 117+185 а/д М-10 ""Россия""",56.572,36.52,190,3
297,603,209,6,"км 6+900 а/д А-132, подъезд к г. Смоленск",54.82063,32.08899,100,3
298,604,29,249,"км 249+000 а/д М-3 ""Украина""",54.119,35.261,235,3
299,605,24,206,км 206+200 а/д Р-120 (А-141) Орёл-Смоленск,53.642052,33.4528,287,3
300,606,24,332,км 332+700 а/д Р-120 (А-141) Орёл-Смоленск,54.491751,32.309686,237,3
301,607,23,351,км 351+400 а/д А-130 (А-101) Москва-Рославль,54.125104,33.329172,182,3
302,608,24,145,км 145+500 а/д Р-120 (А-141) Орёл-Смоленск,53.29936,34.09166,185,3
303,609,24,9,км 9+300 а/д Р-120 (А-141) Орёл-Смоленск,52.951453,35.916367,180,3
304,610,24,102,км 102+300 а/д Р-120 (А-141) Орёл-Смоленск,53.176801,34.679332,186,3
305,611,24,386,км 386+850 а/д Р-120 (А-141) Орёл-Смоленск,54.778728,31.801761,189,3
306,612,34,23,км 23+000 а/д Р-92 (1Р-92) Калуга-Орёл,54.331,36.181,157,3
307,613,34,40,км 40+050 а/д Р-92 (1Р-92) Калуга-Орёл,54.202083,36.089412,165,3
308,614,33,51,км 51+800 а/д Р-132 (1Р-132) Калуга-Рязань,54.339412,36.885066,254,3
309,615,23,111,км 111+400 а/д А-130 (А-101) Москва-Рославль,55.06057,36.585245,144,3
310,616,23,141,км 141+800 а/д А-130 (А-101) Москва-Рославль,54.97555,36.16143,100,3
311,617,23,173,км 173+300 а/д А-130 (А-101) Москва-Рославль,54.908227,35.693861,226,3
312,618,24,63,км 63+400 а/д Р-120 (А-141) Орёл-Смоленск,53.079142,35.229442,273,3
313,619,24,82,км 82+700 а/д Р-120 (А-141) Орёл-Смоленск,53.124115,34.953609,200,3
314,620,24,132,км 132+200 а/д Р-120 (А-141) Орёл-Смоленск,53.267193,34.280444,0,3
315,621,24,190,км 190+900 а/д Р-120 (А-141) Орёл-Смоленск,53.523233,33.554392,194,3
316,622,24,256,км 256+050 а/д Р-120 (А-141) Орёл-Смоленск,53.923558,32.898613,208,3
317,623,24,269,км 269+400 а/д Р-120 (А-141) Орёл-Смоленск,54.01537,32.798079,209,3
318,624,24,291,км 291+800 а/д Р-120 (А-141) Орёл-Смоленск,54.194158,32.640552,219,3
319,625,24,309,км 309+700 а/д Р-120 (А-141) Орёл-Смоленск,54.310798,32.463731,224,3
320,626,24,351,км 351+550 а/д Р-120 (А-141) Орёл-Смоленск,54.646435,32.171971,244,3
321,627,24,375,км 375+000 а/д Р-120 (А-141) Орёл-Смоленск,54.791274,31.979463,193,3
322,628,24,443,км 443+400 а/д Р-120 (А-141) Орёл-Смоленск,54.971884,31.005971,220,3
323,629,32,28,км 28+000 а/д А-240 (М-13) Брянск-Новозыбков,53.101,34.05,200,3
324,630,30,8,"км 8+850 а/д М-3 ""Украина"", подъезд к г. Калуга",54.548907,36.143222,154,3
325,631,34,11,км 11+202 а/д Р-92 (1Р-92) Калуга-Орёл,54.46561064146416,36.23679399490356,0,3
326,632,24,20,км 20+970 а/д Р-120 (А-141) Орёл-Смоленск,52.967255,35.702316,226,3
327,633,27,15,"км 15+300 а/д Р-120 (А-141), обход г. Брянск",53.171,34.335,154,3
328,634,23,295,км 295+400 а/д А-130 (А-101) Москва-Рославль,54.353423,34.093151,209,3
329,635,23,267,км 267+600 а/д А-130 (А-101) Москва-Рославль,54.492869,34.443426,266,2
330,636,23,243,км 243+500 а/д А-130 (А-101) Москва-Рославль,54.608726,34.74894,209,3
331,637,23,129,км 129+800 а/д А-130 (А-101) Москва-Рославль,54.995127,36.338117,195,3
332,638,23,322,км 322+800 а/д А-130 (А-101) Москва-Рославль,54.23669,33.71866,130,3
333,639,23,427,км 427+400 а/д А-130 (А-101) Москва-Рославль,53.788686,32.334963,215,3
334,640,24,324,км 324+550 а/д Р-120 (А-141) Орёл-Смоленск,54.429557,32.363749,209,3
335,641,24,417,км 417+300 а/д Р-120 (А-141) Орёл-Смоленск,54.863651,31.36528,0,3
336,642,24,219,км 219+800 а/д Р-120 (А-141) Орёл-Смоленск,53.730508,33.331929,217,3
337,643,32,219,км 219+500 а/д А-240 (М-13) Брянск-Новозыбков,52.441684,31.633575,175,3
338,644,23,204,км 204+050 а/д А-130 (А-101) Москва-Рославль,54.764645,35.291862,175,3
339,667,23,130,км 130+000 а/д А-130 (А-101) Москва-Рославль,0.0,0.0,0,3
340,668,23,135,км 135+000 а/д А-130 (А-101) Москва-Рославль,0.0,0.0,0,3
341,669,23,141,км 141+800 а/д А-130 (А-101) Москва-Рославль,54.97555,36.16143,100,3
342,670,23,174,км 174+000 а/д А-130 (А-101) Москва-Рославль,0.0,0.0,0,3
343,671,24,220,км 220+000 а/д Р-120 (А-141) Орёл-Смоленск,0.0,0.0,0,3
344,672,34,22,км 22+000 а/д Р-92 (1Р-92) Калуга-Орёл,0.0,0.0,0,3
345,673,34,24,км 24+000 а/д Р-92 (1Р-92) Калуга-Орёл,0.0,0.0,0,3
346,674,32,18,км 18+000 а/д А-240 (М-13) Брянск-Новозыбков,0.0,0.0,0,3
347,675,32,28,км 28+000 а/д А-240 (М-13) Брянск-Новозыбков,53.101,34.05,200,3
348,676,32,5,км 5+000 а/д А-240 (М-13) Брянск-Новозыбков,0.0,0.0,0,3
349,677,32,7,км 7+000 а/д А-240 (М-13) Брянск-Новозыбков,0.0,0.0,0,3
350,678,33,51,км 51+800 а/д Р-132 (1Р-132) Калуга-Рязань,54.339412,36.885066,254,3
351,679,33,7,км 7+000 а/д Р-132 (1Р-132) Калуга-Рязань,54.465,36.254,196,3
352,680,24,132,км 132+200 а/д Р-120 (А-141) Орёл-Смоленск,53.267193,34.280444,0,3
353,681,24,17,км 17+000 а/д Р-120 (А-141) Орёл-Смоленск,52.958,35.741,223,3
354,682,24,191,км 191+000 а/д Р-120 (А-141) Орёл-Смоленск,0.0,0.0,0,3
355,683,24,193,км 193+000 а/д Р-120 (А-141) Орёл-Смоленск,0.0,0.0,0,3
356,684,24,269,км 269+400 а/д Р-120 (А-141) Орёл-Смоленск,54.01537,32.798079,209,3
357,685,24,278,км 278+000 а/д Р-120 (А-141) Орёл-Смоленск,0.0,0.0,0,3
358,686,24,292,км 292+000 а/д Р-120 (А-141) Орёл-Смоленск,0.0,0.0,0,3
359,687,24,316,км 316+000 а/д Р-120 (А-141) Орёл-Смоленск,0.0,0.0,0,3
360,688,24,317,км 317+000 а/д Р-120 (А-141) Орёл-Смоленск,0.0,0.0,0,3
